Name: middle_section
105   2 1  0
105   3 1  0
105   4 1  0
105   5 1  0
105   6 1  0
105   7 1  0
105   8 1  0
105   9 1  0
105  10 1  0
105  11 1  0
105  12 1  0
105  13 1  0
105  14 1  0
105  15 1  0
105  16 1  0
105  17 1  0
105  18 1  0
105  19 1  0
105  20 1  0
105  21 1  0
105  22 1  0
105  23 1  0
105  24 1  0
105  25 1  0
105  26 1  0
105  27 1  0
105  28 1  0
105  29 1  0
105  30 1  0
105  31 1  0
105  32 1  0
105  33 1  0
105  34 1  0
105  35 1  0
105  36 1  0
105  37 1  0
105  38 1  0
105  39 1  0
105  40 1  0
105  41 1  0
105  42 1  0
105  43 1  0
105  44 1  0
105  45 1  0
105  46 1  0
105  47 1  0
105  48 1  0
105  49 1  0
105  50 1  0
105  51 1  0
105  52 1  0
105  53 1  0
105  54 1  0
105  55 1  0
105  56 1  0
105  57 1  0
105  58 1  0
105  59 1  0
105  60 1  0
105  61 1  0
105  62 1  0
105  63 1  0
105  64 1  0
105  65 1  0
105  66 1  0
105  67 1  0
105  68 1  0
105  69 1  0
105  70 1  0
105  71 1  0
105  72 1  0
105  73 1  0
105  74 1  0
105  75 1  0
105  76 1  0
105  77 1  0
105  78 1  0
105  79 1  0
105  80 1  0
105  81 1  0
105  82 1  0
105  83 1  0
105  84 1  0
105  85 1  0
105  86 1  0
105  87 1  0
105  88 1  0
105  89 1  0
105  90 1  0
105  91 1  0
105  92 1  0
105  93 1  0
105  94 1  0
105  95 1  0
105  96 1  0
105  97 1  0
105  98 1  0
105  99 1  0
105 100 1  0
105 101 1  0
105 102 1  0
105 103 1  0
105 104 1  0
105 105 1  0
105 106 1  0
105 107 1  0
105 108 1  0
105 109 1  0
105 110 1  0
105 111 1  0
105 112 1  0
105 113 1  0
105 114 1  0
105 115 1  0
105 116 1  0
105 117 1  0
105 118 1  0
105 119 1  0
105 120 1  0
105 121 1  0
105 122 1  0
105 123 1  0
105 124 1  0
105 125 1  0
105 126 1  0
105 127 1  0
105 128 1  0
105 129 1  0
105 130 1  0
105 131 1  0
105 132 1  0
105 133 1  0
105 134 1  0
105 135 1  0
105 136 1  0
105 137 1  0
105 138 1  0
105 139 1  0
105 140 1  0
105 141 1  0
105 142 1  0
105 143 1  0
105 144 1  0
105 145 1  0
105 146 1  0
105 147 1  0
105 148 1  0
105 149 1  0
105 150 1  0
105 151 1  0
105 152 1  0
105 153 1  0
105 154 1  0
105 155 1  0
105 156 1  0
105 157 1  0
105 158 1  0
105 159 1  0
105 160 1  0
105 161 1  0
105 162 1  0
105 163 1  0
105 164 1  0
105 165 1  0
105 166 1  0
105 167 1  0
105 168 1  0
105 169 1  0
105 170 1  0
105 171 1  0
105 172 1  0
105 173 1  0
105 174 1  0
105 175 1  0
105 176 1  0
105 177 1  0
105 178 1  0
105 179 1  0
105 180 1  0
105 181 1  0
105 182 1  0
105 183 1  0
105 184 1  0
105 185 1  0
105 186 1  0
105 187 1  0
105 188 1  0
105 189 1  0
105 190 1  0
105 191 1  0
105 192 1  0
105 193 1  0
105 194 1  0
105 195 1  0
105 196 1  0
105 197 1  0
105 198 1  0
105 199 1  0
105 200 1  0
105 201 1  0
105 202 1  0
105 203 1  0
105 204 1  0
105 205 1  0
105 206 1  0
105 207 1  0
105 208 1  0
105 209 1  0
105 210 1  0
105 211 1  0
105 212 1  0
105 213 1  0
105 214 1  0
105 215 1  0
105 216 1  0
105 217 1  0
105 218 1  0
105 219 1  0
105 220 1  0
105 221 1  0
105 222 1  0
105 223 1  0
105 224 1  0
105 225 1  0
105 226 1  0
105 227 1  0
105 228 1  0
105 229 1  0
105 230 1  0
105 231 1  0
105 232 1  0
105 233 1  0
105 234 1  0
105 235 1  0
105 236 1  0
105 237 1  0
105 238 1  0
105 239 1  0
105 240 1  0
105 241 1  0
105 242 1  0
105 243 1  0
105 244 1  0
105 245 1  0
105 246 1  0
105 247 1  0
105 248 1  0
105 249 1  0
105 250 1  0
105 251 1  0
105 252 1  0
105 253 1  0
105 254 1  0
105 255 1  0
105 256 1  0
105 257 1  0
105 258 1  0
105 259 1  0
105 260 1  0
105 261 1  0
105 262 1  0
105 263 1  0
105 264 1  0
105 265 1  0
105 266 1  0
105 267 1  0
105 268 1  0
105 269 1  0
105 270 1  0
105 271 1  0
105 272 1  0
105 273 1  0
105 274 1  0
105 275 1  0
105 276 1  0
105 277 1  0
105 278 1  0
105 279 1  0
105 280 1  0
105 281 1  0
105 282 1  0
105 283 1  0
105 284 1  0
105 285 1  0
105 286 1  0
105 287 1  0
105 288 1  0
105 289 1  0
105 290 1  0
105 291 1  0
105 292 1  0
105 293 1  0
105 294 1  0
105 295 1  0
105 296 1  0
105 297 1  0
105 298 1  0
105 299 1  0
105 300 1  0
105 301 1  0
105 302 1  0
105 303 1  0
105 304 1  0
105 305 1  0
105 306 1  0
105 307 1  0
105 308 1  0
105 309 1  0
105 310 1  0
105 311 1  0
105 312 1  0
105 313 1  0
105 314 1  0
105 315 1  0
105 316 1  0
105 317 1  0
105 318 1  0
105 319 1  0
105 320 1  0
105 321 1  0
105 322 1  0
105 323 1  0
105 324 1  0
105 325 1  0
105 326 1  0
105 327 1  0
105 328 1  0
105 329 1  0
105 330 1  0
105 331 1  0
105 332 1  0
105 333 1  0
105 334 1  0
105 335 1  0
105 336 1  0
105 337 1  0
105 338 1  0
105 339 1  0
105 340 1  0
105 341 1  0
105 342 1  0
105 343 1  0
105 344 1  0
105 345 1  0
105 346 1  0
105 347 1  0
105 348 1  0
105 349 1  0
105 350 1  0
105 351 1  0
105 352 1  0
105 353 1  0
105 354 1  0
105 355 1  0
105 356 1  0
105 357 1  0
105 358 1  0
105 359 1  0
105 360 1  0
105 361 1  0
105 362 1  0
105 363 1  0
105 364 1  0
105 365 1  0
105 366 1  0
105 367 1  0
105 368 1  0
105 369 1  0
105 370 1  0
105 371 1  0
105 372 1  0
105 373 1  0
105 374 1  0
105 375 1  0
